id,CityEnglish,CityPinyan,CityAvgAQI,SitePinyan,AQI,PM2_5,PM10,CO,NO2,SO2,O3_1h,O3_8h,AQI_qualitative,Date,Hours
48219,beijing,北京,243,官园,278,228,0,1.6,79,2,21,63,重度污染,2015-09-18,3
48220,beijing,北京,243,定陵,125,95,0,0.9,13,3,133,134,轻度污染,2015-09-18,3
48221,beijing,北京,243,怀柔镇,192,144,0,1.1,7,2,99,115,中度污染,2015-09-18,3
48222,beijing,北京,243,昌平镇,180,136,0,1.1,37,3,69,80,中度污染,2015-09-18,3
48223,beijing,北京,243,海淀区万柳,251,201,0,1.5,89,2,2,29,重度污染,2015-09-18,3
48224,beijing,北京,243,顺义新城,243,193,0,0.8,27,2,15,10,重度污染,2015-09-18,3
49158,beijing,北京,219,万寿西宫,276,226,0,1.5,54,2,38,21,重度污染,2015-09-18,4
49159,beijing,北京,219,东四,273,223,0,1,72,4,35,34,重度污染,2015-09-18,4
49160,beijing,北京,219,农展馆,264,214,0,1.3,69,3,28,23,重度污染,2015-09-18,4
49161,beijing,北京,219,古城,200,150,0,1.2,23,2,78,48,中度污染,2015-09-18,4
49162,beijing,北京,219,天坛,258,208,0,1.4,76,7,18,9,重度污染,2015-09-18,4
49163,beijing,北京,219,奥体中心,256,206,0,1.5,107,3,0,0,重度污染,2015-09-18,4
49164,beijing,北京,219,官园,247,197,0,1.4,68,3,49,52,重度污染,2015-09-18,4
49165,beijing,北京,219,定陵,45,31,0,0.8,13,2,99,126,优,2015-09-18,4
49166,beijing,北京,219,怀柔镇,193,145,0,1.1,7,2,99,108,中度污染,2015-09-18,4
49167,beijing,北京,219,昌平镇,58,41,0,0.9,31,3,58,70,良,2015-09-18,4
49168,beijing,北京,219,海淀区万柳,235,185,0,1.3,40,2,50,26,重度污染,2015-09-18,4
49169,beijing,北京,219,顺义新城,252,202,0,0.7,33,2,32,13,重度污染,2015-09-18,4
50103,beijing,北京,170,万寿西宫,240,190,0,1.3,57,2,43,20,重度污染,2015-09-18,5
50104,beijing,北京,170,东四,192,144,0,1,39,4,68,31,中度污染,2015-09-18,5
50105,beijing,北京,170,农展馆,169,128,0,1,41,4,74,23,中度污染,2015-09-18,5
50106,beijing,北京,170,古城,180,136,0,1,18,2,80,52,中度污染,2015-09-18,5
50107,beijing,北京,170,天坛,210,160,0,1.1,49,5,32,10,重度污染,2015-09-18,5
50108,beijing,北京,170,奥体中心,115,87,0,1,32,3,104,43,轻度污染,2015-09-18,5
50109,beijing,北京,170,官园,213,163,0,1.2,75,2,46,44,重度污染,2015-09-18,5
50110,beijing,北京,170,定陵,60,43,0,0.8,13,2,87,117,良,2015-09-18,5
50111,beijing,北京,170,怀柔镇,145,111,0,1,9,2,91,102,轻度污染,2015-09-18,5
50112,beijing,北京,170,昌平镇,60,43,0,0.8,23,2,68,62,良,2015-09-18,5
50113,beijing,北京,170,海淀区万柳,204,154,0,1.1,37,2,48,29,重度污染,2015-09-18,5
50114,beijing,北京,170,顺义新城,232,182,0,0.8,28,2,50,19,重度污染,2015-09-18,5
51048,beijing,北京,113,万寿西宫,120,91,0,1,28,2,81,25,轻度污染,2015-09-18,6
51049,beijing,北京,113,东四,69,50,0,0.8,25,5,93,36,良,2015-09-18,6
51050,beijing,北京,113,农展馆,162,123,0,1.1,63,2,38,20,中度污染,2015-09-18,6
51051,beijing,北京,113,古城,192,144,0,1,35,2,59,58,中度污染,2015-09-18,6
51052,beijing,北京,113,天坛,94,70,0,0.9,35,5,52,14,良,2015-09-18,6
51053,beijing,北京,113,奥体中心,73,53,0,1,31,3,108,51,良,2015-09-18,6
51054,beijing,北京,113,官园,99,74,0,0.9,37,3,92,42,良,2015-09-18,6
51055,beijing,北京,113,定陵,60,43,0,0.6,8,2,104,110,良,2015-09-18,6
51056,beijing,北京,113,怀柔镇,119,90,0,0.9,15,2,69,95,轻度污染,2015-09-18,6
51057,beijing,北京,113,昌平镇,57,40,0,0.7,18,2,77,54,良,2015-09-18,6
51058,beijing,北京,113,海淀区万柳,123,93,0,0.9,43,2,40,30,轻度污染,2015-09-18,6
51059,beijing,北京,113,顺义新城,195,146,0,1,20,2,85,29,中度污染,2015-09-18,6
51993,beijing,北京,102,万寿西宫,77,56,0,0.9,27,2,63,33,良,2015-09-18,7
51994,beijing,北京,102,东四,108,81,0,1,49,4,68,40,轻度污染,2015-09-18,7
51995,beijing,北京,102,农展馆,212,162,0,1.2,61,3,45,24,重度污染,2015-09-18,7
51996,beijing,北京,102,古城,133,101,0,0.9,46,2,37,55,轻度污染,2015-09-18,7
51997,beijing,北京,102,天坛,70,51,0,0.8,33,3,31,18,良,2015-09-18,7
51998,beijing,北京,102,奥体中心,118,89,0,1.2,63,2,68,59,轻度污染,2015-09-18,7
51999,beijing,北京,102,官园,75,55,0,1,60,2,51,41,良,2015-09-18,7
52000,beijing,北京,102,定陵,68,49,0,0.7,9,2,86,100,良,2015-09-18,7
52001,beijing,北京,102,怀柔镇,78,57,0,0.8,18,2,62,92,良,2015-09-18,7
52002,beijing,北京,102,昌平镇,68,49,0,0.7,24,2,58,55,良,2015-09-18,7
52003,beijing,北京,102,海淀区万柳,99,74,0,1.1,67,2,8,30,良,2015-09-18,7
52004,beijing,北京,102,顺义新城,122,92,0,0.8,24,2,78,38,轻度污染,2015-09-18,7
52938,beijing,北京,108,万寿西宫,89,66,0,1.1,43,2,54,38,良,2015-09-18,8
52939,beijing,北京,108,东四,138,105,0,1.1,67,4,58,44,轻度污染,2015-09-18,8
52940,beijing,北京,108,农展馆,186,140,0,1.1,56,3,55,31,中度污染,2015-09-18,8
52941,beijing,北京,108,古城,100,75,0,0.9,52,2,35,55,良,2015-09-18,8
52942,beijing,北京,108,天坛,125,95,0,1.1,60,4,19,20,轻度污染,2015-09-18,8
52943,beijing,北京,108,奥体中心,155,118,0,1.3,75,3,63,63,中度污染,2015-09-18,8
52944,beijing,北京,108,官园,95,71,0,1.2,82,3,31,40,良,2015-09-18,8
52945,beijing,北京,108,定陵,79,58,0,0.7,14,2,71,94,良,2015-09-18,8
52946,beijing,北京,108,怀柔镇,72,52,0,0.9,18,2,54,86,良,2015-09-18,8
52947,beijing,北京,108,昌平镇,87,64,0,0.9,35,3,54,61,良,2015-09-18,8
52948,beijing,北京,108,海淀区万柳,93,69,0,1.1,72,2,5,24,良,2015-09-18,8
52949,beijing,北京,108,顺义新城,84,62,0,0.7,24,2,77,47,良,2015-09-18,8
53883,beijing,北京,109,万寿西宫,173,131,0,1.2,55,2,67,44,中度污染,2015-09-18,9
53884,beijing,北京,109,东四,112,84,0,1,54,4,67,50,轻度污染,2015-09-18,9
53885,beijing,北京,109,农展馆,112,84,0,0.9,52,4,68,39,轻度污染,2015-09-18,9
53886,beijing,北京,109,古城,108,81,0,0.8,36,2,77,61,轻度污染,2015-09-18,9
53887,beijing,北京,109,天坛,114,86,0,1.1,86,7,32,24,轻度污染,2015-09-18,9
53888,beijing,北京,109,奥体中心,114,86,0,1.1,52,4,86,70,轻度污染,2015-09-18,9
53889,beijing,北京,109,官园,128,97,0,1.2,64,4,63,45,轻度污染,2015-09-18,9
53890,beijing,北京,109,定陵,77,56,0,0.7,14,6,81,93,良,2015-09-18,9
53891,beijing,北京,109,怀柔镇,100,75,0,0.9,20,2,64,80,良,2015-09-18,9
53892,beijing,北京,109,昌平镇,94,70,0,0.9,33,7,57,64,良,2015-09-18,9
53893,beijing,北京,109,海淀区万柳,105,79,0,1.1,61,5,34,25,轻度污染,2015-09-18,9
53894,beijing,北京,109,顺义新城,78,57,0,0.7,19,2,80,54,良,2015-09-18,9
54828,beijing,北京,95,万寿西宫,104,78,0,1.1,46,4,81,54,轻度污染,2015-09-18,10
54829,beijing,北京,95,东四,100,75,0,1,42,5,78,59,良,2015-09-18,10
54830,beijing,北京,95,农展馆,95,71,0,0.9,32,5,92,50,良,2015-09-18,10
54831,beijing,北京,95,古城,107,80,81,0.8,33,4,84,65,轻度污染,2015-09-18,10
54832,beijing,北京,95,天坛,95,71,0,1,63,8,49,30,良,2015-09-18,10
54833,beijing,北京,95,奥体中心,112,84,87,1.1,42,5,95,79,轻度污染,2015-09-18,10
54834,beijing,北京,95,官园,113,85,0,1.1,47,6,86,55,轻度污染,2015-09-18,10
54835,beijing,北京,95,定陵,62,44,0,0.7,14,10,84,93,良,2015-09-18,10
54836,beijing,北京,95,怀柔镇,84,62,0,0.9,20,3,83,78,良,2015-09-18,10
54837,beijing,北京,95,昌平镇,77,56,0,0.9,27,10,62,63,良,2015-09-18,10
54838,beijing,北京,95,海淀区万柳,118,89,0,1,43,6,60,31,轻度污染,2015-09-18,10
54839,beijing,北京,95,顺义新城,69,50,0,0.7,15,2,99,64,良,2015-09-18,10
55773,beijing,北京,92,万寿西宫,105,79,0,1.1,39,6,90,65,轻度污染,2015-09-18,11
55774,beijing,北京,92,东四,105,79,0,0.9,33,6,87,69,轻度污染,2015-09-18,11
55775,beijing,北京,92,农展馆,100,75,0,0.9,31,7,96,62,良,2015-09-18,11
55776,beijing,北京,92,古城,103,77,0,0.7,29,4,0,0,轻度污染,2015-09-18,11
55777,beijing,北京,92,天坛,109,82,0,1,54,8,59,36,轻度污染,2015-09-18,11
55778,beijing,北京,92,奥体中心,104,78,0,1.1,39,8,95,88,轻度污染,2015-09-18,11
55779,beijing,北京,92,官园,115,87,0,1,46,7,86,63,轻度污染,2015-09-18,11
55780,beijing,北京,92,定陵,43,30,0,0.5,11,5,92,88,优,2015-09-18,11
55781,beijing,北京,92,怀柔镇,82,60,65,0.9,18,2,102,78,良,2015-09-18,11
55782,beijing,北京,92,昌平镇,38,26,0,0.7,25,8,67,63,优,2015-09-18,11
55783,beijing,北京,92,海淀区万柳,110,83,0,0.9,37,7,63,38,轻度污染,2015-09-18,11
55784,beijing,北京,92,顺义新城,79,58,0,0.7,19,2,104,76,良,2015-09-18,11
56718,beijing,北京,67,万寿西宫,60,43,0,0.8,26,5,97,72,良,2015-09-18,12
56719,beijing,北京,67,东四,70,51,0,0.7,27,6,90,76,良,2015-09-18,12
56720,beijing,北京,67,农展馆,78,57,0,0.7,21,7,107,72,良,2015-09-18,12
56721,beijing,北京,67,古城,85,63,0,0.6,19,5,0,0,良,2015-09-18,12
56722,beijing,北京,67,天坛,87,64,0,0.8,51,9,64,42,良,2015-09-18,12
56723,beijing,北京,67,奥体中心,62,44,0,1,32,7,98,90,良,2015-09-18,12
56724,beijing,北京,67,官园,75,55,0,0.7,0,5,0,0,良,2015-09-18,12
56725,beijing,北京,67,定陵,32,21,0,0.4,10,3,100,88,优,2015-09-18,12
56726,beijing,北京,67,怀柔镇,69,50,0,0.7,8,2,111,80,良,2015-09-18,12
56727,beijing,北京,67,昌平镇,36,25,0,0.5,19,5,80,65,优,2015-09-18,12
56728,beijing,北京,67,海淀区万柳,64,46,0,0.6,11,6,91,44,良,2015-09-18,12
56729,beijing,北京,67,顺义新城,80,59,0,0.7,15,2,119,86,良,2015-09-18,12
57663,beijing,北京,39,万寿西宫,35,24,0,0.6,18,3,108,80,优,2015-09-18,13
57664,beijing,北京,39,东四,40,28,0,0.5,17,4,103,80,优,2015-09-18,13
57665,beijing,北京,39,农展馆,40,28,0,0.5,12,4,118,77,优,2015-09-18,13
57666,beijing,北京,39,古城,37,22,0,0.2,7,2,116,68,优,2015-09-18,13
57667,beijing,北京,39,天坛,54,38,0,0.6,38,7,79,48,良,2015-09-18,13
57668,beijing,北京,39,奥体中心,37,25,0,0.6,17,3,117,91,优,2015-09-18,13
57669,beijing,北京,39,官园,50,35,0,0.6,22,4,111,74,优,2015-09-18,13
57670,beijing,北京,39,定陵,34,18,0,0.3,9,2,108,91,优,2015-09-18,13
57671,beijing,北京,39,怀柔镇,32,22,0,0.4,2,2,90,79,优,2015-09-18,13
57672,beijing,北京,39,昌平镇,30,21,0,0.5,16,4,88,68,优,2015-09-18,13
57673,beijing,北京,39,海淀区万柳,33,19,0,0.4,4,4,103,50,优,2015-09-18,13
57674,beijing,北京,39,顺义新城,64,46,0,0.6,10,2,122,96,良,2015-09-18,13
58608,beijing,北京,41,万寿西宫,37,21,0,0.5,15,2,116,84,优,2015-09-18,14
58609,beijing,北京,41,东四,35,19,0,0.4,11,2,112,83,优,2015-09-18,14
58610,beijing,北京,41,农展馆,41,18,0,0.4,9,2,129,89,优,2015-09-18,14
58611,beijing,北京,41,古城,37,15,0,0.2,7,3,118,78,优,2015-09-18,14
58612,beijing,北京,41,天坛,35,24,0,0.4,25,5,99,54,优,2015-09-18,14
58613,beijing,北京,41,奥体中心,39,18,0,0.4,14,2,122,93,优,2015-09-18,14
58614,beijing,北京,41,官园,0,0,0,0,0,0,0,0,0,2015-09-18,14
58615,beijing,北京,41,定陵,36,10,0,0.3,8,2,114,92,优,2015-09-18,14
58616,beijing,北京,41,怀柔镇,33,16,33,0.4,3,2,95,83,优,2015-09-18,14
58617,beijing,北京,41,昌平镇,30,20,0,0.4,15,3,94,70,优,2015-09-18,14
58618,beijing,北京,41,海淀区万柳,34,12,0,0.4,5,4,106,59,优,2015-09-18,14
58619,beijing,北京,41,顺义新城,34,19,0,0.4,8,2,107,98,优,2015-09-18,14
59553,beijing,北京,44,万寿西宫,37,14,0,0.4,12,2,116,91,优,2015-09-18,15
59554,beijing,北京,44,东四,34,15,0,0.3,13,2,107,88,优,2015-09-18,15
59555,beijing,北京,44,农展馆,39,15,0,0.3,10,2,122,98,优,2015-09-18,15
59556,beijing,北京,44,古城,38,17,0,0.2,6,2,120,92,优,2015-09-18,15
59557,beijing,北京,44,天坛,31,21,0,0.3,28,4,98,62,优,2015-09-18,15
59558,beijing,北京,44,奥体中心,38,17,0,0.7,16,2,120,100,优,2015-09-18,15
59559,beijing,北京,44,官园,0,0,0,0,0,0,0,0,0,2015-09-18,15
59560,beijing,北京,44,定陵,38,4,9,0.3,11,2,119,96,优,2015-09-18,15
59561,beijing,北京,44,怀柔镇,0,0,0,0,0,0,0,0,0,2015-09-18,15
59562,beijing,北京,44,昌平镇,31,12,0,0.4,18,3,98,75,优,2015-09-18,15
59563,beijing,北京,44,海淀区万柳,36,16,0,0.4,5,3,113,72,优,2015-09-18,15
59564,beijing,北京,44,顺义新城,32,15,20,0.3,10,2,102,101,优,2015-09-18,15
60498,beijing,北京,48,万寿西宫,38,11,0,0.4,12,2,119,99,优,2015-09-18,16
60499,beijing,北京,48,东四,36,12,0,0.3,14,2,113,95,优,2015-09-18,16
60500,beijing,北京,48,农展馆,39,15,0,0.4,12,2,123,107,优,2015-09-18,16
60501,beijing,北京,48,古城,37,15,20,0.2,10,2,118,106,优,2015-09-18,16
60502,beijing,北京,48,天坛,31,14,0,0.3,33,3,97,72,优,2015-09-18,16
60503,beijing,北京,48,奥体中心,40,14,20,0.4,20,2,127,108,优,2015-09-18,16
60504,beijing,北京,48,官园,0,0,0,0,0,0,0,0,0,2015-09-18,16
60505,beijing,北京,48,定陵,39,12,0,0.3,10,2,122,102,优,2015-09-18,16
60506,beijing,北京,48,怀柔镇,35,0,0,0.3,2,2,110,94,优,2015-09-18,16
60507,beijing,北京,48,昌平镇,31,10,0,0.5,23,5,97,80,优,2015-09-18,16
60508,beijing,北京,48,海淀区万柳,35,12,0,0.3,7,3,110,85,优,2015-09-18,16
60509,beijing,北京,48,顺义新城,36,25,0,0.3,10,2,106,105,优,2015-09-18,16
61443,beijing,北京,52,万寿西宫,35,18,0,0.4,16,2,112,105,优,2015-09-18,17
61444,beijing,北京,52,东四,35,14,18,0.4,20,2,112,100,优,2015-09-18,17
61445,beijing,北京,52,农展馆,41,17,21,0.4,15,2,129,114,优,2015-09-18,17
61446,beijing,北京,52,古城,36,16,28,0.2,13,2,114,112,优,2015-09-18,17
61447,beijing,北京,52,天坛,29,15,0,0.3,38,3,92,80,优,2015-09-18,17
61448,beijing,北京,52,奥体中心,41,17,32,0.4,29,2,129,113,优,2015-09-18,17
61449,beijing,北京,52,官园,0,0,0,0,0,0,0,0,0,2015-09-18,17
61450,beijing,北京,52,定陵,38,7,12,0.2,12,2,120,107,优,2015-09-18,17
61451,beijing,北京,52,怀柔镇,37,17,0,0.3,4,2,116,101,优,2015-09-18,17
61452,beijing,北京,52,昌平镇,56,14,62,0.5,26,4,97,85,良,2015-09-18,17
61453,beijing,北京,52,海淀区万柳,32,13,29,0.3,12,3,102,94,优,2015-09-18,17
61454,beijing,北京,52,顺义新城,32,22,0,0.3,12,2,102,108,优,2015-09-18,17
62388,beijing,北京,54,万寿西宫,32,16,32,0.5,23,2,102,108,优,2015-09-18,18
62389,beijing,北京,54,东四,52,17,53,0.5,34,2,108,104,良,2015-09-18,18
62390,beijing,北京,54,农展馆,41,23,41,0.5,27,2,119,118,优,2015-09-18,18
62391,beijing,北京,54,古城,41,16,41,0.3,20,2,103,115,优,2015-09-18,18
62392,beijing,北京,54,天坛,44,19,44,0.4,49,4,83,84,优,2015-09-18,18
62393,beijing,北京,54,奥体中心,46,23,46,0.5,49,3,116,116,优,2015-09-18,18
62394,beijing,北京,54,官园,41,28,41,0.6,32,3,96,98,优,2015-09-18,18
62395,beijing,北京,54,定陵,54,6,58,0.3,14,2,97,109,良,2015-09-18,18
62396,beijing,北京,54,怀柔镇,33,9,33,0.3,8,2,102,104,优,2015-09-18,18
62397,beijing,北京,54,昌平镇,58,29,65,0.6,27,3,106,91,良,2015-09-18,18
62398,beijing,北京,54,海淀区万柳,29,13,26,0.4,18,3,90,97,优,2015-09-18,18
62399,beijing,北京,54,顺义新城,30,21,0,0.3,22,2,84,106,优,2015-09-18,18
63333,beijing,北京,57,万寿西宫,83,30,116,0.8,58,2,71,105,良,2015-09-18,19
63334,beijing,北京,57,东四,52,27,53,0.7,53,2,87,104,良,2015-09-18,19
63335,beijing,北京,57,农展馆,42,29,42,0.7,46,2,93,118,优,2015-09-18,19
63336,beijing,北京,57,古城,100,39,150,0.6,58,3,78,110,良,2015-09-18,19
63337,beijing,北京,57,天坛,52,21,54,0.5,57,4,79,86,良,2015-09-18,19
63338,beijing,北京,57,奥体中心,54,29,58,1,102,3,68,112,良,2015-09-18,19
63339,beijing,北京,57,官园,58,26,65,0.7,39,2,98,102,良,2015-09-18,19
63340,beijing,北京,57,定陵,35,16,35,0.3,15,2,69,106,优,2015-09-18,19
63341,beijing,北京,57,怀柔镇,51,25,51,0.5,11,2,86,101,良,2015-09-18,19
63342,beijing,北京,57,昌平镇,38,22,38,0.6,45,2,75,92,优,2015-09-18,19
63343,beijing,北京,57,海淀区万柳,56,22,61,0.6,61,2,59,97,良,2015-09-18,19
63344,beijing,北京,57,顺义新城,32,17,32,0.4,34,2,59,100,优,2015-09-18,19
64278,beijing,北京,64,万寿西宫,97,72,112,1.2,83,2,30,97,良,2015-09-18,20
64279,beijing,北京,64,东四,93,69,103,1.2,100,3,33,97,良,2015-09-18,20
64280,beijing,北京,64,农展馆,52,32,54,0.9,78,2,49,110,良,2015-09-18,20
64281,beijing,北京,64,古城,97,67,143,0.8,66,4,71,105,良,2015-09-18,20
64282,beijing,北京,64,天坛,55,34,59,0.6,55,3,34,83,良,2015-09-18,20
64283,beijing,北京,64,奥体中心,82,43,113,1.3,138,3,14,102,良,2015-09-18,20
64284,beijing,北京,64,官园,70,38,90,0.9,75,2,40,86,良,2015-09-18,20
64285,beijing,北京,64,定陵,20,14,20,0.3,17,2,62,101,优,2015-09-18,20
64286,beijing,北京,64,怀柔镇,29,20,23,0.5,9,2,76,96,优,2015-09-18,20
64287,beijing,北京,64,昌平镇,36,25,0,0.5,34,2,53,88,优,2015-09-18,20
64288,beijing,北京,64,海淀区万柳,64,33,78,1,104,2,15,87,良,2015-09-18,20
64289,beijing,北京,64,顺义新城,56,26,62,0.9,87,2,2,86,良,2015-09-18,20
65223,beijing,北京,71,万寿西宫,82,60,84,1.2,104,2,9,84,良,2015-09-18,21
65224,beijing,北京,71,东四,103,77,106,1.3,126,2,5,85,轻度污染,2015-09-18,21
65225,beijing,北京,71,农展馆,67,42,69,1.2,134,2,4,96,良,2015-09-18,21
65226,beijing,北京,71,古城,89,52,127,1,89,4,3,91,良,2015-09-18,21
65227,beijing,北京,71,天坛,55,36,59,0.8,76,3,5,73,良,2015-09-18,21
65228,beijing,北京,71,奥体中心,79,49,107,1.6,155,3,3,87,良,2015-09-18,21
65229,beijing,北京,71,官园,93,54,135,1.3,106,3,6,60,良,2015-09-18,21
65230,beijing,北京,71,定陵,24,10,24,0.3,23,2,47,94,优,2015-09-18,21
65231,beijing,北京,71,怀柔镇,22,13,0,0.4,6,2,69,93,优,2015-09-18,21
65232,beijing,北京,71,昌平镇,23,16,0,0.4,27,2,54,84,优,2015-09-18,21
65233,beijing,北京,71,海淀区万柳,69,42,88,1.2,120,2,2,75,良,2015-09-18,21
65234,beijing,北京,71,顺义新城,80,40,109,1.2,94,2,2,70,良,2015-09-18,21